content,at
"Kepada by.u yg terhormat. Saya mohon agar aplikasi bisa di perbaiki. 1. Loading nya lama 2. Tidak bisa masuk aplikasi dengan alasan kendala jaringan. Sudah mengikuti instruksi seperti ON/ OFF jaringan, cek jaringan, login ulang, restart hp hingga instal ulang aplikasi namun hasilnya tetap sama. Mohon diperhatikan ulasan ini. Terima kasih. Jika aplikasi sudah normal layaknya aplikasi provider lain, sudah pasti akan ★5",2024-11-05 11:44:23
"Sangat buruk.. Aplikasi sering maintenance, sinyal ngga pernah stabil",2025-02-28 11:37:56
Lagi dan lagi aku sedekah pulsa sama byu kek kenapa sihhh makin lama pelayanannya makin buruk padahal sinyal nya udah lumayan loh... Aku kecewa sama by u gak rekomend👎👎👎👎👎👎👎👎👎👎👎👎,2025-01-18 20:17:58
"Lemot parah, upload file 17mb masa gagal. Walaupun speed download kenceng tapi kalau setiap mau make tiba tiba lemot gini ya percuma. Mohon segera di perbaiki jaringannya. Masa kalah sama three",2020-07-21 16:54:08
"gak jelas banget,sudah jaringan lemott, aplikasi berat biar mau isi Kouta sampai 1 jam",2025-02-28 18:30:58
jaringan gak stabil kadang suka eror keluar masuk aplikasi buat login ulang,2025-02-28 16:41:59
"Masalah dengan kartu byu akhir akhir ini adalah sinyal yang tiba tiba hilang ga ada kotak sinyalnya dan ketika menyalakan data mati hidup berulang-ulang, kadang harus restart hp dulu baru bisa bener, padahal kartu sim Telkom gua normal normal aja dipake, emang byu menurun ya? Kalo gini mulu mungkin gua udahan dulu, udah lumayan juga udah setia dari 2020, mungkin cari kartu lain boleh juga",2024-11-25 17:13:59
apkikasi lawak eror nih aplikasi setiap buka harus login ulang jaringan bagus tapi gk bisa buat login,2025-01-23 19:31:58
3 Tahun pakai by. U ga ada update yg cukup berarti.. kuota selalu hangus tiap bulan. Terpaksa pindah ke tetangga sebelah yg walaupun lebih mahal tapi kuotanya numpuk kalau ga habis.. Tambahan update signal by u sekarang PAARRRAAAHHH !! apa2an coba katanya ikut jaringan telkomsel.. tapi HANCURR signalnya,2023-12-30 10:04:34
"Tidak rekomend, kartu ini sering ilang sinyal + jaringan , tidak cocok buat sehari hari",2025-01-16 15:08:15
"Kenapa Sinyal By.U tiba"" E kadang bagus kadang E Sinyalnya. Bikin tidak nyaman buat main Game",2025-02-18 19:45:52
Udah bagus by u sebenarnya harga murah meriah tapi sinyal lemot banget terus ayolah mau klaim yang 2 gb gratis itu dipermudah dong saya gak ada temen yang mau join by u lewat link reveral maunya beli kartu langsung aja saya mau kelamin kuota gratisnya klaim aja gak ada syarat suruh temen join lewat link😭,2025-02-22 16:06:40
"sinyal aneh sering ngilang ngilang gak jelas, benerin dong yakali banyak peminatnya sinyal gak ada",2025-02-19 20:11:14
"Apasih, aplikasinya ngak bisa di akses kalau pakai jaringan operator lain, tolong yaa min",2025-02-28 15:37:55
Aplikasi selalu keluar sendiri. Beli paket bayar pakai LinkAja di aplikasi LinkAja notifikasi sukses tapi di aplikasi By'u paket yang dibeli gak masuk. Bahkan saya cek di riwayat transaksi aplikasi By'u pembelian paket yg baru dibeli gak ada. Saya pastikan lagi buka aplikasi LinkAja dan cek riwayat transaksi ternyata benar ada pembayaran untuk aplikasi By'u dan keterangan nya Sukses. Saya coba pakai fitur Live Chat aplikasi by'u tapi aplikasi nya selalu keluar sendiri. Saya cukup kecewa ...,2021-03-20 23:30:24
"Aplikasi apa ini? Mau masuk aja ada terus kendalanya, yang paling sering masalah server!",2025-02-28 19:02:37
Tolong untuk paket disama ratakan. Masa kalau makai di daerah timur Indonesia yg tersedia hanya paket basic saja,2025-03-24 15:55:07
"Setelah melakukan pemesanan kartu dan pembayaran, aplikasi tidak bisa dibuka sampai skg. Sudah di uninstal lalu di instal lgi tapi ttp gabisa dibuka:(. Tapi akhirnya kemaren paket dateng, coba apus lalu donlot lagi dan akhirnya bisa. Thank u by.u",2020-02-15 16:03:02
Tidak enak buat yang punya slot simkard cuma 1 pake simcard yang lama di suruh pake jaringan by.u giliran pake by.u ga bisa di buka apk by.u ya terus pake QR code juga ga mau ke scan jadi buat saya kurang enak dan saya menyesal untuk mebeli kartu by.u setidak ya regesrarasi ya bisa pake jaringan lain dong,2020-08-26 04:46:38
"Aplikasi sering error, terkoneksi dengan aplikasi bank juga ikut error tidak bisa digunakan",2025-02-28 15:51:21
"Jangan beli kartu ini ya, sinyal nya kadang jelek kadang jelek bangetttttt,ga pernah bagus nyesal deh beli",2025-02-23 19:47:11
Byk bagus cuman jaringan masih kurang lancar sering troble apalagi kalau mati lampu hilang jaringan,2025-02-28 10:46:48
by.u kartu paling gak berguna sama sekali di NTT khususnya di Manggarai bon paket darurat aja gak bisa,2025-03-20 19:45:18
Sinyal nya jelek nyesel dah beli dulu lancar banget sekarang kok jadi susah sinyal heran,2025-02-18 23:11:52
kenapa belum bisa VoLTE sih kak? kan jadi susah waktu main game data nya jadi mati:(,2025-03-19 05:58:42
"Kenapa saya sudah bbrpa kali untuk mmbli pkt promo yg sudah di iklankan sama by,U kok tidak bisa terliasisasi mohon dukungannya.",2025-01-27 22:58:30
Makin hari aplikasinya makin lemot.. mau beli kuota aja sulitnya naudzubillaah.. kebanyakan promo sama jualan ini aplikasinya .,2025-03-08 21:54:19
"Waktunya ganti operator, aplikasi sudah tidak bisa di jalankan di hp.",2025-01-22 19:07:19
Internet yang sangat buruk. Selalu gangguan. Bahkan hanya untuk whatsapp saja sangat buruk!,2025-02-24 09:54:58
"Buat tujuan pemakaian aplikasi berat,sangat tidak disarankan buat pakai By.U Internet sangat tidak stabil, seringkali turun ke jaringan H+,harga juga tidak semurah yang diekspektasikan. Lokasi : Surabaya Pusat Device : Narzo 30A",2021-11-19 13:08:28
"Harga murah, tapi ini aplikasi eror terus,, mohon diperbaiki lah, mau beli kuota susah banget",2025-02-28 15:39:08
"parah banget baru aja isi pulsa pas mau isi kuota malah sisa 0, padahal belum 1menit pulsanya diisi",2025-03-04 20:58:29
"Jaringan bagus, pembelian data cepat, isi ulang sangat mudah,, pokoknya bagus dan sangat membantu 👍👍👍",2025-02-21 22:30:24
"Jangan pernah pakai kartu byu tidak bagus jaringany ,sy sdh beli kuota 20 gb ,tetapi tidak bisa digunakaan",2025-03-07 19:25:00
"Makin di update makin ga jelas! Kebanyakan embel², drama pemeliharaan, org mw isi paketan di persulit ...tlol!!!!",2025-03-05 18:58:58
Sekarang kok masuk apk nya lemot banget dan tiba2 keluar sndri jd harus login lg.,2025-02-28 20:58:43
Perbaiki lagi by.u untuk setiap device handphone. Saya memakai Infinix Smart 6 Plus aplikasi by.u sering force close. Mohon diperbaiki lagi. Serta sinyal selalu hilang yang membuat saya kecewa.,2024-07-22 19:39:36
"Kecilin size aplikasinya lah bgst,masa mau cek kuota sama beli kuota aja sampe make ruang 500m Update: Nah gitu dong 100 mb sizenya ini 500mb buat beli ama cek kuota doang",2025-02-06 12:34:31
"lemot diaksesnya,,,kuota ada padahal,,sinyal ok padahal,,udh di-update padahal,,",2025-03-22 10:13:46
"Aplikasi terlalu berat. Sering bermasalah dan harganya mahal. 20 gb saja 80 ribu termasuk pajak. Kecepatan jaringan dan sinyal tergantung wilayah/lokasi. Tidak selalu bisa diandalkan bahkan saa mati lampu atau pergi jalan ke luar. Mengecewakan. Turunin harga atau kasih promo gitu lah. Pelit amat. Sudah kualitas buruk, mahal pula. Sama aja dengan simpati. Lama-lama pindah lagi ke indosat.",2023-05-03 03:30:38
"Aplikasi nya perbaikin dong , sinyal kenceng tapi pas masuk apk byu auto lemot !!",2025-02-28 22:56:06
gua kasi b1 sinyal nya lemot ga ke urus apa gmna si ini by u udh 2minggu ngelag trus udh paket mahal mahal sinya nya buruk kan rugi beli paket juga aneh,2025-03-14 16:13:34
Baru kemarin saya isi data hari ini malah lgsung tidak ada internet dan aplikasi byu tidah dapat dibuka jaringan slali minta login,2025-02-28 20:24:55
"Sya isi pulsa belum sma sekli dipake udah abis aja, mana sinyal jelek murah si murah tapi jangan murahan dong",2025-03-07 13:37:54
"ini terjadi kedua kalinya di saat penting banget mau beli paket internet, aplikasi gak bisa di buka😡",2025-02-28 09:56:52
"Gua ganti komentar gua, yang tadi nya bintang 4 sekarang jadi 1 , Apk gajelas, susah banget bukak nyaa , selalu ""terjadi kesalahan"" Emang taik banget, kecewaa kecewaaa Padahal gua pelanggan lama lohh Setia banget pake by u, tapi udh ngak se bagus dulu👎🏼👎🏼👎🏼",2025-01-27 10:20:32
"Buka aplikasi berat. Jaringan sering banget hilang. Di kota bandung, jaringannya mengenaskan boss. Ini produk Telkomsel kan? Kenapa gini amat jaringannya. Baru aja isi 7GB, susah banget dipakainya.. selalu muncul ""kesalahan jaringan"". Kapok deh pakai by U",2024-09-02 22:49:23
"kekinian, tidak ribet mudah untuk pengisian isi ulang data dan pulsa",2025-03-08 10:25:23
Aneh isi pulsa malah hilang terus padahal gak ada di pake sama sekali bikin kecewa aja konsumen,2025-01-31 13:15:14
Kartu by u saya eror kuota msh bnyak tpi koneksi internet nya tidak ada. Makin parah aja ni BY U. Tolong di perbaiki koneksi internet nya,2025-02-27 17:47:00
suka sih trus harga ny ramah bgt di kantong aplgi koin² yg bisa di tukerin voucher dll mantep sih 🤩,2025-02-26 23:08:44
sekarang sinyal byU udah ga enk jir awalan masih ok eh makin sini sinyalnya makin sering E terus lama kalo udah gitu,2025-03-22 09:18:26
"lumayan, saran aja promo nya di banyakin, klo bisa ada yg 40rb 30GB bagus tuh😁",2025-01-29 08:38:27
"Ini kenapa susah login ya, padahal saudara saya bisa tapi saya tetap gak bisa masuk ke apk by.u",2025-02-28 13:26:00
Makin ga jelas byu sekarang.. baru isi kouta belum masuk dan chat nindy respon nya gitu² aja.. payah pelayananan nindy dan officialnya Masuk aplikasi aja susahnya minta ampun.. tolong di perbaiki segera !!!,2025-02-28 23:36:55
"aplikasinya lebih jelek dari bintang 1, error terus susah masuknya gangguan terus",2025-02-28 20:05:50
aplikasinya terlalu lemot terlalu banyak iklan merugikan kalo GK di perbaiki jadi males pakainya,2025-03-24 18:46:34
Update kali ini makin berat aja aplikasi.. tolong paketan habis mau beli gak bisa di aksessss kenapa iniii,2025-02-28 18:59:17
jangan beli kuota di by u sering bug masa beli kuota ditulis nya gagal tapi pulsa kepotong + kuota nya ga masuk aplikasi aneh sama aja dengan maling,2025-01-26 20:16:11
"Saya isi paket data, pembayaran melalui briva. Status pembayaran berhasil, tapi paket data tidak masuk",2025-03-07 08:13:42
"Sinyal jelek, selalu gangguan, susah beli paket, bikin geram, not recommen this app",2025-02-28 10:36:44
"Aplikasi gak jelas beli paketan gagal terus udh gitu saldo nya kepotong lagi, ribet amat tiap beli paketan minta komplain",2025-02-10 23:36:38
"jaringan kurang memuaskan padahal udah pull jaringan tapi kok suka ngelek saat ngegem, padahal paket baru bleiii 🥴😭",2025-03-21 22:54:16
"untk smua layanan bagus, hanya saja jaringan kurang bagus suka bufring , lag",2025-02-25 08:11:21
"Seharian Apk masalah terus, gabisa dibuka, mau beli kouta jadi gabisa, udah sering begini",2025-02-28 13:16:53
Aplikasinya sangat bagus saya sangat puas melihat pitur-piturnya yang tersedia dalam aplikasi nya,2025-03-06 10:07:20
"paket udah FUP kecepetan sangat lambat, proses deaktivasi paket ribet dan lama.",2025-02-10 06:53:09
"By.u akhir² ini sering banget nyedot pulsa tolong ditindak lanjuti demi kenyamanan pengguna, trims",2025-02-18 08:30:47
Fitur UCoin nya di perbaiki ya aku tidak bisa menukar nya malah justru keluar dari apk nya,2025-02-01 05:27:47
Aplikasi cek kuota beli kuota doang ngabisin space memori hp 8GB...yang benar aja !,2025-02-20 00:08:52
"Aplikasi lemot. Mau buka aja mentok di logo doang, sering NGEBUG",2025-03-15 22:34:33
"Sebenernya klo beli data disini murah tapi kok nomorku tiba2 mari ya? Jadi gabisa beli data, tolong diperbaikin ya?",2025-02-11 05:18:51
"Kartu internet ga jelas...Signal nya ngga stabil,Mau masuk Aplikasinya Aja Susah.Sorry w turunin bintangnya.",2025-02-09 12:47:33
"udah mah apk nya susah di buka,sering eror juga apk nya, apalagi signal lebih ampas dari provider yang lain",2025-03-24 10:34:05
"Jaringan selalu lag gk gw saranin kalau ngegame makai ni kartu, soalnya ini lagi gw pakai",2025-03-11 23:05:07
"Slowrespon banget kalau ada komplain, beli kuota ga masuk masuk, sangat kecewa",2025-03-01 17:01:49
Saya agak kecewa menggunakan aplikasi by.u saat ini karena saya belum activasi SIM aja udah gak bisa dan gak sesua sama di tutorial pengaktifan SIM card itupun sudah ada 3x pembelian dan gagal semua mohon untuk di perhatikan dan jangan mengecewakan pelanggan apa lagi merugikan pelanggan,2023-05-27 19:22:35
"selalu ada kendala server terus setiap saya mau beli kuota topping, tolong segera di perbaiki",2025-03-20 18:28:03
"harga paket lebih murah, cepat, banyak promo dan tentunya sinyalnya sangat bagus.",2025-03-03 19:22:05
"bug pas mau pembelian, gagal mulu udh pake aktifin mode pesawat trs di matiin lg pun sm aja gbs",2025-03-09 22:26:46
"Apa apaan ini jaringannya tiba2 lemot dari pagi ampe malam kadang juga jaringannya hilang padahal udah on off mode pesawat ganti apn segala macam sama aja, mana dulu udah puas banget ama byu, lah sekarang udah lemot bat mana pass main game lagg mulu,tolong developer diperbaiki jaringannya.",2021-08-03 12:37:06
Mohon di percepat dalam perbaikan jaringannya internet sangat menggu aktifitas saya dalam berkerja yang di mana saya menggunakan jaringan internet di karenakan setiap jam 6 sore sampai jam 11 malam selalu bermasalah dikarenakan terputus nya koneksi internet saya sedangkan kalo kompelen lewat apk selalu di bawa berbelit Belit harus lakuin ini dan itu tapi sama aja tidak ada perubahan sama sekali kadang jaringan setak di e tidak 4g lagi,2023-11-10 01:32:46
"Aplikasi nya error terus ,gimana mau beli kuota kalo error terus kek gini",2025-03-09 13:11:36
gajelas paok gw mo top up aja gabisa gara gara server error mulu masa dari kemarin error,2025-02-28 14:24:18
Ini knpa ya by.u setiap saya isi pulsa selalu kena potong padahal ngk ada di pake dan malahan bru di isi udah di potong aja,2025-03-01 11:22:02
"ini provider paling bad sih menurut saya ,jaringan nya duh PARAH KACAU BALAU ,SUKA lag TIBA TIBA GA JELAS ,yang mau uji kesabaran silahkan beli !!! kalo saya sih NO RECOMEND ,JELEK BANGET !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",2025-01-19 12:53:22
"Isi paket data tidak masuk, disuruh log out, mw login lagi malah tidak bisa",2025-03-07 06:11:03
"yg dijual murahnya aja, masalah sinyal siapa peduli gitu kan? , sinyal sering ilang tiba2, loading terus padahal cm kirim pesan wa aja harus loading. sinyal 4g rasa E. emang sih ada harga ada kualitas.",2024-12-01 04:16:18
"Kualitas Jaringan buruk, ping tidak stabilz jadi nyesel pindah ke byu",2025-02-20 20:41:32
"By.u sekarang uda gak kaya dulu, uda gak aman buat isi pulsa lagi. Masa pulsa raib entah kemana, padahal paket data masih ada dan masa aktif paket juga masih lama, uda 2x pulsa 25ribu hilang raib, tolong di perbaiki ni provider, masa mau kaya kartu sebelah, sering ambil pulsa. TOLONG DI PERBAIKI LAGI... KARNA UDA GAK AMAN, PULSA HILANG/RAIB DENGAN SENDIRINYA. ...!!!",2025-01-18 07:19:05
"Permisi kak, ini saya kan mau beli kuota tapi kok tidak bisa ya? Laku muncul tulisan server sedang ada gangguan, jadi bagaimana kak?",2025-01-19 07:04:30
"Tolong dong diperkecil lagi kapasitas apk ny terlalu besar, sudah seperti game aja sampe 9 gb",2025-01-27 09:32:58
Masa percobaan pemakaian 1 bulan. Untuk sinyal dan kecepatan internet masih standar seperti telkomsel. Yang menguntungkan hanya pembagian paket serta harganya termasuk murah. Ditunggu peningkatan berikutnya.,2020-02-13 10:38:23
Saya dah beli kuota tapi kenapa malah pulsa saya yg kemakan pas browsing internet bukan datanya.,2025-02-13 10:41:02
"sistem nya eror terus,harga nya mah mantapsss,tolong di perbaiki sistem nya ya min",2025-03-06 00:43:50
Kok by u kalo mau nelpon sinyal ny ngeleg bngt masih bagus an Telkomsel padahal by u kan kartu baru harus ny bagus tapi kok lemot,2025-02-25 20:18:43
"Aplikasi tolol, pemeliharaan apa 2 hari tolol, orang mau isi paket aja harus tunggu pemeliharaan mmng aplikasi tolol, di tungguin gak bisa""mending pindah provider ajlah sering banget errornya di banding jadinya, lain kali kalo buat tu yg niat",2025-02-28 19:33:03
Tolong tambahkan fitur widget agar bisa memantau sisa kuota tanpa harus buka aplikasinya.,2025-02-05 23:10:14
tolong dng diperbaiki sinyal nya gk stabil muat main game kalao udh diperbaiki gwe tanbah bintangnyaa,2025-02-20 20:06:53
"Dua kali ngisi kuota gak ada yang masuk padahal pembayaran nya sudah berhasil,",2025-02-28 23:51:03
"Bintang 1 lebih dari cukup By.u adalah provider yg sangat jelek!!, buat yg belum pakai gak usah pakek biar tidak menyesal, saya beli paket melalui virtual account, pembelian sukses tp paket tidak masuk, saya sudah lapor ke CS nya dn bukti transfert sudah di kirim pertama langsung di respon tp setelah CS nya gak bs ngatasin masalah yg cuman sepele itu tiba saya langsung gak di respon, gak ada ahklah uang 50.000 jadi korban provider gak bertanggung jawab, AUTO langsung di guting kartu simcartnya.",2021-08-17 19:16:04
"sumpah ini provider terlucu yg pernah aku pake aplikasinya! desainnya lucu bgt dan bahasanya juga gak kaku, jadi asik aja gitu. ga bosenin. pilihan kuotanya juga banyak, bisa nentuin sendiri juga loh mau berapa gb nya, trs ada topping kuota juga",2022-12-08 12:51:00
Aplikasinya keluar keluar masuk.kurang nyaman pakeknya kecuali org yg penyabar tingkat dewa👍,2025-03-07 04:02:55
"tiap buka apknya banyak banget jaringan bermasah, ktnya jaringan terluas tapi banyak gangguan lawak Telkomsel 🤣🤣🤣🤣🤣",2025-02-28 17:39:17
aplikasi nya bagus bisa tukar point+kuota nya murah meriah saya harap tetep seperti ini,2025-02-23 11:00:45
"Aplikasi jelek, saya baru beli paket knp tiba"" ga sampe 1 jam paket saya langsung nol, chat cs selalu gagal terkirim ini gmna ya jadinya?",2025-03-18 23:15:22
"Tolong perbaiki lagi jaringannya, 3 hari ini ampas banget ga bisa ngapa-ngapain. Kirim chat wa aja pending",2025-02-27 16:54:05
"Bug atau gmna? Kuota promo khusus tersedia, tapi gak bisa di payment. Provider gak jelas",2025-03-11 07:19:24
